Power Level,Prefix Name,Suffix Name,Attunement,Description
mundane,Barber's,of the Barber,FALSE,"While this item is equipped, an illusory beard appears on your face. You can change the style and color of the beard each dawn."
mundane,Birdsong,of Birdsongs,FALSE,"While this item is equipped, you can perfectly mimic the call of any bird you've heard before."
mundane,Fungal,of Fungi,FALSE,"While this item is equipped, you know the location of any fungi within 60 feet of you. Additionally, when you remain in one place for longer than an hour, small, harmless mushrooms begin to grow on and around you."
mundane,Sweet Dream,of Sweet Dreams,FALSE,Creatures that sleep within 5 ft. of this item cannot have nightmares.
mundane,Dead Sleep,of the Dead Sleep,FALSE,Creatures that sleep within 5 ft. of this item do not dream at all.
mundane,Moonlight,of the Moon,FALSE,"When exposed to moonlight, this item sheds bright light in a 10 ft. radius and dim light for an additional 10 ft."
mundane,Flint,of Flint,FALSE,"As an action, you can use this item to kindle a small fire or light a torch."
mundane,Magnetic,of Magnets,FALSE,This item has a light magnetic field causing it to stick to nearby ferrous metals such as iron or steel.
mundane,Hidden Sun,of the Hidden Sun,FALSE,"While this item is equipped, your shadow is cast towards the sun instead of away from it."
mundane,Hive Queen's,of the Hive Queen,FALSE,"This item always smells faintly of wild flowers. While this item is equipped, any nearby bees are drawn to you. The bees are not hostile towards you."
mundane,Rainbow,of Rainbows,FALSE,"While this item is equipped, you can change its color at will."
mundane,Spider Queen's,of the Spider Queen,FALSE,Nearby spiders are drawn to you While this item is equipped. The spiders are not hostile towards you.
mundane,Meadow,of Meadows,FALSE,"This item smells of wildflowers and, while equipped, small flowers and plants grow wherever you step."
mundane,Mysterious,of Mystery,FALSE,A light fog constantly swirls around your feet While this item is equipped.
mundane,Clockwork,of the Clockwork,FALSE,A faint ticking sound can be heard emanating from this item.
mundane,Siren's,of the Siren,FALSE,The faint sounds of ethereal singing can be heard emanating from this item.
mundane,Sunken,of the Sunken,FALSE,This item is always covered in barnacles and dripping salt water.
mundane,Buried,of the Buried,FALSE,Bits of dust and rock are constantly falling from this item.
mundane,Ocean Breeze,of the Ocean Breeze,FALSE,"While this item is equipped, your hair and clothing move as if blown by a soft breeze. You are also surrounded by the faint smell of the ocean."
mundane,Featherlight,of Feathers,FALSE,This item is lighter than expected. While not being worn or carried this item will hover about 3 feet off the ground. It cannot support any weight beyond its own.
mundane,Rat Prince's,of the Rat Prince,FALSE,"While this item is equipped, nearby rats and mice are drawn to you. The rats and mice are not hostile towards your or anyone near you."
mundane,Wandering,of Wandering,FALSE,While not being worn or carried this item will move at a rate of 5 ft. per hour. It always moves in the same direction.
mundane,Watchful,of Watching,FALSE,This item has a singular eye painted or carved onto its surface. The eye seems to follow the nearest creature it can see.
mundane,Electric,of Electricity,FALSE,Harmless streaks of electric energy occasionally dance across this item.
mundane,Ethereal,of the Ethereal,FALSE,"Although solid to the touch, this item is slightly transparent, as though not fully a part of this plane of existence."
mundane,Herald's,of the Herald,FALSE,"While this item is equipped, your eyes glow with a bright, white light and your voice sounds as though there is another entity speaking through you."
mundane,Dramatic,of Drama,FALSE,"While this item is equipped, your clothes constantly billow as if by a firm breeze."
mundane,Patchwork,of Patches,FALSE,This item is made from mismatched spare parts salvaged from many other items. It is quite sturdy despite its ramshackle appearance.
mundane,Chameleon,of the Chameleon,FALSE,"While at rest, this item's appearance changes to perfectly mimic its surroundings."
mundane,Dense,of Density,FALSE,This item weighs twice as much as a normal item of its type and size.
mundane,Lightweight,of Light Weight,FALSE,This item weighs half as much as a normal item of its type and size.
mundane,Stained Glass,of Stained Glass,FALSE,"This item is made of solid, beautiful stained glass. Despite its glass construction, the item is functional and strong, as if made from steel."
mundane,Nature's,of Nature,FALSE,"This item is made entirely of wood and vines. It looks more like it was grown rather than constructed. Despite its organic construction, the item is functional and strong, as if made from steel."
mundane,Crystalline,of Crystals,FALSE,"This item is made entirely from clear crystals. Despite its crystalline construction, the item is functional and strong, as if made from steel."
mundane,Bone Collector's,of the Bone Collector,FALSE,"This item is made entirely from various animal bones. Despite its strange construction, the item is functional and strong, as if made from steel."
mundane,Living Ice,of Living Ice,FALSE,"This item made entirely of ice. The ice is cool to the touch and does not melt. Despite its strange construction, the item is functional and strong, as if made from steel."
mundane,Flaming,of Flames,FALSE,"This item is constantly wreathed in harmless, illusory flames."
mundane,Smoldering,of Smoldering,FALSE,"This item is always warm to the touch and smells faintly of sulfur. While this item is equipped, harmless smoke constantly rises from it."
mundane,Chitinous,of Chitin,FALSE,"This item is made from the hard shell or exoskeleton of some kind of creature. Despite its chitinous construction, the item is functional and strong, as if made from steel."
mundane,Charred,of the Fire,FALSE,"This item is badly burned as if it survived a horrible fire. All attempts to repair it fail. Despite its charred, damaged appearance, the item is functional and strong, as if made from steel."
mundane,Starry,of Stars,FALSE,"This item is as black as the night sky and, every once in a while, a shooting star will streak across its surface."
mundane,Last Light,of the Last Light,FALSE,"This item glows faintly, shedding dim light for 5 ft., but only when there are no other light sources available."
mundane,Aberrant,of Aberration,FALSE,"This item was created by a powerful aberration and was infused with some of its power. When this item is viewed from the corner of the eye, it appears to be moving in strange, unnatural ways."
mundane,Far Realm,of the Far Realms,FALSE,"Each dawn a new, unfamiliar constellation appears carved into this item."
mundane,Confident,of Confidence,FALSE,"While this item is equipped, you feel confident in yourself and your abilities."
mundane,Positive,of Positivity,FALSE,"While this item is equipped, you feel optimistic about what the future may hold."
mundane,Foul-Mouthed,of the Foul-Mouthed,FALSE,"While this item is equipped, curses, swear words, and insults that you say can be understood by anyone who can hear you, provided that they understand at least one language."
mundane,Elf-Cursing,of Elven Curses,FALSE,"This item has Elven script carved or inscribed upon it. While this item is equipped, you know several curses and insults from the elven language and can say them as if you were fluent in that language."
mundane,Orc-Cursing,of Orcish Curses,FALSE,"This item has Orcish writing carved or inscribed upon it. While this item is equipped, you know several curses and insults from the orcish language and can say them as if you were fluent in that language."
mundane,Dwarf-Cursing,of Dwarven Curses,FALSE,"This item has Dwarven runes carved or inscribed upon it. While this item is equipped, you know several curses and insults from the dwarven language and can say them as if you were fluent in that language."
mundane,Gnome-Cursing,of Gnomish Curses,FALSE,"This item has Gnomish writing carved or inscribed upon it. While this item is equipped, you know several curses and insults from the gnomish language and can say them as if you were fluent in that language."
mundane,Halfling-Cursing,of Halfling Curses,FALSE,"This item has Halfling script carved or inscribed upon it. While this item is equipped, you know several curses and insults from the halfling language and can say them as if you were fluent in that language."
mundane,Giant-Cursing,of Giant Curses,FALSE,"This item has Giant runes carved or inscribed upon it. While this item is equipped, you know several curses and insults from the giant language and can say them as if you were fluent in that language."
mundane,Goblin-Cursing,of Goblin Curses,FALSE,"This item has Goblin writing carved or inscribed upon it. While this item is equipped, you know several curses and insults from the goblin language and can say them as if you were fluent in that language."
mundane,Outgoing,of the Extrovert,FALSE,"While this item is equipped, you feel friendly and talkative."
mundane,True North,of True North,FALSE,"When this item is left on a flat surface, it slowly turns until it is pointing north."
mundane,Locust Plague,of Locusts,FALSE,Beetles and other insects are drawn to this item. The insects are not hostile.
mundane,Ant Colony's,of the Colony,FALSE,Ants are drawn to this item. The ants are not hostile.
mundane,Spicy,of Spicy Foods,FALSE,"While this item is equipped, you can consume even the spiciest food without adverse issues."
mundane,Aquan,of Aquan,FALSE,Fish and other marine animals are drawn to this item.
mundane,Melodramatic,of Dramatic Entrances,FALSE,"While this item is equipped, when you open a door, a dramatic wind blows past you through the doorway."
mundane,Fragrant,of Fragrance,FALSE,"While this item is equipped, you always smell faintly of sandalwood and vanilla."
mundane,Pristine,of the Pristine,FALSE,This item never gets dirty.
mundane,Notched,of Notches,FALSE,"This item has 1d10 notches carved into it when you find it. While this item is equipped, each time you kill a creature using an attack or spell, another notch magically appears on the item."
mundane,Mood,of Shifting Moods,FALSE,"While this item is equipped, this item changes color based on your mood. For example, it may turn red when you're angry, blue when you're sad, green when you're happy, and so on."
mundane,Paradoxical,of the Paradox,FALSE,"This item is constructed in a way that seems to defy physics or creates some kind of optical illusion when looking at it. Despite its strange construction, the item is functional and strong, as if made from steel."
mundane,Origami,of Origami,FALSE,"This item seems to be made of folded paper. Despite its strange construction, the item is functional and strong, as if made from iron."
mundane,Matching,of Matching,FALSE,"This item has a clear gem embedded in it. While this item is equipped, the gem changes color to match your eyes."
mundane,Fractured,of Fracturing,FALSE,"This item is broken into several pieces that are held together via an invisible force. Despite its strange construction, the item is functional and strong, as if made of steel."
mundane,Countdown,of the Ticking Clock,FALSE,"When this item is found, roll a d100. The number rolled is carved or inscribed somewhere on this item. Each dawn, the number is reduced by 1. Your GM determines what happens when the countdown reaches 0."
mundane,Exaggerated,of Exaggeration,FALSE,"When used, this item emits exaggerated sound effects causing everything it does to sound more dramatic and exciting."
mundane,Many-Eyed,of Eyes,FALSE,This item has several eyes carved or inscribed upon it. Each eye follows nearby creatures and blinks occasionally.
mundane,Toothy,of Teeth,FALSE,"This item is made from an alarming number of teeth. Despite its strange construction, the item is functional and strong, as if made from steel."
mundane,Celestial,of Celestials,FALSE,"This item was created by a powerful celestial and was infused with some of its power. This item is half the normal weight and inscribed with feathered wings, suns, and other symbols of good. Fiends find the item’s presence repulsive."
mundane,Drow,of the Drow,FALSE,This item was created by a powerful drow and is infused with some of their power. This item is half the normal weight and is inscribed with spiders and webs. It seems to recoil when exposed to sunlight.
mundane,Dwarven,of the Dwarves,FALSE,This item was created by a powerful dwarf and is infused with some of their power. This item is durable and has Dwarven runes worked into its design. It hums quietly when underground.
mundane,Elven,of the Elves,FALSE,"This item was created by a powerful elf and is infused with some of their power. This item is half the normal weight and is adorned with leaves, vines, and other symbols of nature. It glows faintly when in old forests."
mundane,Fae,of the Fae,FALSE,"This item was created by a powerful fae being and is infused with some of their power. This item is exquisitely crafted from the finest materials and glows with a pale radiance in moonlight, shedding dim light in a 5-foot radius."
mundane,Fiendish,of the Fiend,FALSE,"This item was created by a powerful fiend and is infused with some of its power. This item is made of black iron or horn inscribed with runes, and any cloth or leather components are crafted from the hide of fiends. It is warm to the touch and celestials find the item’s presence repulsive."
mundane,Giant,of the Giants,FALSE,"This item was created by a powerful giant and is infused with some of its power. This item is slightly larger than normal and has giant runes carved or inscribed upon it. While this item is equipped, you appear slightly taller than you actually are."
mundane,Undead,of the Undead,FALSE,"This item was created by a powerful undead and is infused with some of its power. This item incorporates imagery of death, such as bones and skulls, and it might be crafted from parts of corpses. It feels cold to the touch."
mundane,Inscribed,of Inscriptions,FALSE,"This item has a secret message inscribed upon it that is only visible in moonlight. Your GM can choose one of the following messages or create their own: ""The lake. Full moon. Join us."", ""The Silver Queen shall rise again!"", ""Present this coupon for 1 free ride."""
sentient,Phylactery,of the Lich's Phylactery,FALSE,"This item was created by a neutral-evil lich to be used as their phylactery. However, a dark ritual went awry and a portion of the lich's soul was trapped within the item and is desperate to escape."
sentient,Righteous,of Righteousness,FALSE,"This item has the symbol of a lawful-good order of knights carved or inscribed upon it. The soul of one of the orders most prestigious knights still resides within the item, lending their wisdom and advice to its new owner. The knight does not look favorably upon acts of evil."
sentient,Bloodthirsty,of Bloodthirstiness,FALSE,This item was used to bind the soul of a chaotic-evil demon that could not be permanently killed. The demon encourages the item's new owner to pursue violence whenever the opportunity arises.
sentient,Elder Brain,of the Elder Brain,FALSE,"This item was created by mind flayers and still retains a faint link to the hive mind from whence it came. The item speaks telepathically and sounds as though a thousand voices are speaking in unison. It desperately seeks to be reunited with its hive mind, or to create a new one..."
sentient,Failed Apprentice's,of the Failed Apprentice,FALSE,"This item contains the soul of a powerful wizard's neutral-good apprentice who accidentally trapped themselves when a spell went wrong. While this item is equipped, when making an Intelligence(Arcana) check, you can use the apprentice's bonus (+5) instead of your own."
sentient,Enlightened,of Enlightenment,TRUE,"This item is simple and unadorned. It contains the soul of an lawful-good monk that wishes to guide others to spiritual enlightenment. While this item is equipped, you have advantage on Wisdom saving throws."
sentient,Chivalrous,of Chivalry,FALSE,"This item once belonged to a lawful-good knight of the utmost virtue whose spirit is still trapped within. The knight seems surprisingly ok with this and is content to aid the item's owner in noble quests to rescue damsels, defeat scoundrels, and other such chivalrous pursuits."
sentient,Unfinished,of Unfinished Business,FALSE,"The original owner of this item died before they could complete an important quest. Only when their unfinished business is complete will their spirit be able to finally rest - a fact that they bring up often. While this item is equipped, you have advantage on checks made in pursuit of this item's goal."
sentient,Glory Seeker,of Glory,FALSE,"This item contains the soul of a warrior that sought fame and glory but never achieved it. Now, they encourage the item's owner to seek fame and glory so that they may be known as the greatest magic item in all the land."
sentient,Lost Scholar's,of the Lost Scholar,FALSE,"This item contains the soul of a scholar that sought to unravel the mysteries of the universe but died before their work was finished. They encourage the item's new owner to seek knowledge and lore, and may even be willing to share some of their own knowledge in exchange."
sentient,Sentient,of Sentience,FALSE,"This item bears an unfamiliar maker's mark and does not know how it came to be sentient. The item seeks its maker and wants to understand why it was created. While this item is equipped, you have advantage on checks made in pursuit of this item's goal."
sentient,Heirloom,of Heirlooms,FALSE,"This item is well worn and has a family crest carved or inscribed upon it. Several deceased members of the same family all communicate with the item's owner, giving unsolicited and often conflicting pieces of ""wisdom."""
sentient,Cursed,of the Cursed,FALSE,This item contains the soul of a person that was cursed by a witch or warlock. They desperately seek your help to end this curse so that their soul may finally be at rest. 
sentient,Dutiful,of Duty,FALSE,"This item is sentient and takes immense pride in performing its designated function, regardless of how mundane it may be. This item has no respect for those who shirk their duties or responsibilities."
sentient,Heavenly,of the Heavens,FALSE,"This item glows faintly and contains an imprisoned lawful-good celestial. The celestial desperately seeks to be free of its imprisonment, but will not tolerate any acts of evil from its bearer. The magic properties of this item will not work for someone with an evil alignment."
sentient,False Form,of False Form,FALSE,This item was originally a sentient diamond but was transformed into its current form by a powerful fae. It views its current form with disdain and seeks desperately to be returned to its true self.
sentient,Preacher's,of the Preacher,FALSE,"This item has the symbol of a deity carved or inscribed upon it. The item itself is a devout follower of that deity and does its best to convert as many people as it can into worshipers of its god. While this item is equipped, you have advantage on Intelligence(Religion) checks made regarding this item's deity."
sentient,Ponderous,of Pondering,FALSE,"This item speaks in a ponderous, meandering manner with a voice like an elderly librarian. The item knows a great deal of information on many subjects, but getting information out of it is a slow, arduous process."
sentient,Mischievous,of Mischief,FALSE,"This item bears the mark of a god of trickery. This chaotic item delights in deceiving its wielder and those around it, especially in ways that could lead them to harm. While this item is equipped, you have advantage on Charisma(Deception) checks."
sentient,Slothful,of Sloth,FALSE,This item is extremely lazy and distains being used. It complains when made to do even the lightest of tasks.
sentient,Romantic,of the Hopeless Romantic,FALSE,"This item is a hopeless romantic at heart, delighting in tales of romance or displays of affection. The item takes it as its sole mission in life to find its wielder a good partner."
sentient,Emotional Support,of Emotional Support,FALSE,"This item is full of optimism and positivity. It is an excellent listener and does its best to make its wielder feel good about themselves. While this item is equipped, you have advantage on saves made to resist being frightened."
sentient,Critical,of the Critic,FALSE,This item is pessimistic and negative. It critiques its wielder's every move and never has anything positive to say.
sentient,Bored,of Boredom,FALSE,"A powerful creature from the Feywild is trapped within this item. Although they desire freedom from this prison, they desire an end to the boredom of being trapped in an item more. It is glad to aid its wielder so long as they provide the item with sufficient amusement."
sentient,Lonely,of Loneliness,FALSE,This item is extremely lazy and disdains being used. It complains when made to do even the lightest of tasks.
